Id,Label,timeset,modularity_class,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,harmonicclosnesscentrality,betweenesscentrality
nm0829270,Charlotte Stewart,,18,1,0,1,1,0,1,0,0
nm0430535,Allen Joseph,,18,1,0,1,1,0,1,0,0
nm0060931,Jeanne Bates,,18,1,0,1,2,0,2,0,0
nm0000457,John Hurt,,18,1,0,1,1,0,1,0,0
nm0000843,Anne Bancroft,,18,1,0,1,1,0,1,0,0
nm0000024,John Gielgud,,18,1,0,1,1,0,1,0,0
nm0001492,Kyle MacLachlan,,18,1,0,1,2,0,2,0,0
nm0000515,Virginia Madsen,,18,1,0,1,1,0,1,0,0
nm0000768,Francesca Annis,,18,1,0,1,1,0,1,0,0
nm0162361,Leonardo Cimino,,18,1,0,1,1,0,1,0,0
nm0293422,J.E. Freeman,,18,1,0,1,1,0,1,0,0
nm0498247,Sheryl Lee,,18,1,0,1,1,0,1,0,0
nm0936403,Ray Wise,,18,1,0,1,1,0,1,0,0
nm0000749,Mädchen Amick,,18,1,0,1,1,0,1,0,0
nm0000796,Dana Ashbrook,,18,1,0,1,1,0,1,0,0
nm0002070,Richard Farnsworth,,18,1,0,1,1,0,1,0,0
nm0000651,Sissy Spacek,,18,1,0,1,1,0,1,0,0
nm1886964,Jane Galloway Heitz,,18,1,0,1,1,0,1,0,0
nm0139388,Joseph A. Carpenter,,18,1,0,1,1,0,1,0,0
nm0005009,Laura Harring,,18,1,0,1,3,0,3,0,0
nm0857620,Justin Theroux,,18,1,0,1,3,0,3,0,0
nm0480465,Jordan Ladd,,18,1,0,1,1,0,1,0,0
nm0898597,Cerina Vincent,,18,1,0,1,1,0,1,0,0
nm0168892,Scott Coffey,,18,1,0,1,1,0,1,0,0
nm1058197,Rebekah Del Rio,,18,1,0,1,1,0,1,0,0
nm0000718,Ian Abercrombie,,18,1,0,1,1,0,1,0,0
nm0344734,Karolina Gruszka,,18,1,0,1,2,0,2,0,0
nm0538048,Krzysztof Majchrzak,,18,1,0,1,2,0,2,0,0
nm0951471,Grace Zabriskie,,18,1,0,1,1,0,1,0,0
nm0000460,Jeremy Irons,,18,1,0,1,1,0,1,0,0
nm0376265,Jan Hencz,,18,1,0,1,1,0,1,0,0
nm0524257,Peter J. Lucas,,18,1,0,1,1,0,1,0,0
nm1226362,William Maier,,18,1,0,1,1,0,1,0,0
nm0587900,Ann Miller,,18,1,0,1,1,0,1,0,0
nm4037831,Gong Tao,,18,1,0,1,1,0,1,0,0
nm1281343,Emily Stofle,,18,1,0,1,1,0,1,0,0
nm4036639,Cheng Hong,,18,1,0,1,1,0,1,0,0
nm4090155,Mindy Ramaker,,18,1,0,1,1,0,1,0,0
nm4549987,Emily Elicia Low,,18,1,0,1,1,0,1,0,0
nm5202564,Chris Pounders,,18,1,0,1,1,0,1,0,0
nm5322244,Pandie Suicide,,18,1,0,1,1,0,1,0,0
nm0279926,Jack Fisk,,18,1,0,1,1,0,1,0,0
nm0001389,Chris Isaak,,18,1,0,1,1,0,1,0,0
nm0262602,C.H. Evans,,18,1,0,1,1,0,1,0,0
nm0454278,Sandra Kinder,,18,1,0,1,1,0,1,0,0
nm0757799,Dawn Salcedo,,18,1,0,1,1,0,1,0,0
nm9145612,Jeff Alperi,,18,1,0,1,1,0,1,0,0
nm0138284,Michele Carlyle,,18,1,0,1,1,0,1,0,0
nm0521460,Stan Lothridge,,18,1,0,1,1,0,1,0,0
nm0669125,Russ Pearlman,,18,1,0,1,1,0,1,0,0
nm0682682,Pam Pierrocish,,18,1,0,1,1,0,1,0,0
nm0713307,Kathleen Raymond,,18,1,0,1,1,0,1,0,0
nm9145613,Joan Rurdlestein,,18,1,0,1,1,0,1,0,0
nm0000367,Gérard Depardieu,,18,1,0,1,1,0,1,0,0
